text,emotion,language
good evening sa lahat mapapanood na po ang madam chairman gabi gabi sa tv0 po monday to friday oct 00 bukas na 000pm after lets ask pilipinas sa kapatid network tv0 panoorin nyo sana maraming salamat po starring sharon cuneta comedy po ito godbless uss tc,joy,tl
"maniwala ang isang tao kung ang pag.uugali mo di dapat sundin ng nakakarami... dapat may word of honor tayo guys, importante yan... takenote: kung naaply mo na yan sa sarili mo kahit on developing stage ka palang may posibilidad na magtagumpay ka sa mga pangarap mo..power$$$$$$$$!",joy,tl
"go go go antipolo [PHOTO] [PERSON] 0,0000 - Special Non-Working Day. Sama - Sama po nating ipagdiwang ang ika-00 na taong anibersaryo ng pagiging Lungsod ng Antipolo. [WITH] at [LOCATION]",anticipation,tl
"na yan. Para sa mga kaibigan kong pulis, sana matulungan nio ko mailagay sila sa mga wanted list ng kapulisan.. Kaliskisan natin ng buhay ang mga walang modong demonyo na yan.. PLEASE SHARE.. [WITH]",anger,tl
[PHOTO] Sa pagtulong sa kapwa ay nde na kailangan maging mayaman at malakas na pangangatawan basta may puso kang mapagbigay :) Pray for US and share your blessing,joy,tl
isa kang pumunta ng hell!! Sakit ka sa ulo!! #bitch,anger,tl
[PHOTO] GOOD EVENING APANATICS. . . . ALAM KO NA TMT LOVERS DIN KAYOGAYA NAMIN NA MGA ADMIN. I JUST WANT TO TELL YOU KUNG SINO ANG TMT NA PINAKACUTE PARA SA INYO. JUST COMMENT YOUR ANSWER BELOW. JUST COMMENT NUMBERS ONLY. . . .,joy,tl
[PHOTO] Miss ko ang christmas sa Pototan..,sadness,tl
. Yan na siguro ang karma sayo.,sadness,tl
[PHOTO] YAHOO! ang ganda ng umaga! salamat SWA.... ;) [WITH].,joy,tl
ANO ANG LABAN NANG ISANG BAKLA SA ISANG TUNAY NA BABAE... ???? *MATANONG KO LANG???. . . #CONFUSED #WORRIED #FEELINGDOWN :(,sadness,tl
[PHOTO] NAG CCMULA MG LANDI:-D ULOL BGO KA MNG BASTOS NG TAO UNHIN MO MUNA SARILI MO ETO ANG BAGAY SAU,anger,tl
pananalig sa Diyos! Congrats po Sir Enrique! Isa kang inspirasyon sa nakakarami!! ^_^ with Vincent Olarve and Joyce Suñaz Intia,joy,tl
ang tamis ng mabuhay.. V.0 Alalahanin mo siya bago humina ang iyong kTawan bago manghina ang iyong mga bisig... V.0 Alalahanin mo siya bago pa manumbalik sa lupa ang ating katawang lupa at ang espirito ay magbalik sa Diyos ns may likha...... [PERSON] po Panginoon... with [PERSON] Alfiler and 00...,joy,tl
"hindi mo na mababawi yung mga panahon na nasayang lalong lalo na yung oras nyo sa pamilya nyo. This is Kenneth Velasquez, Royalista is my profession and my passion. 00000000000 [WITH]",joy,tl
"[PHOTO] Pauli-Ulit mo nalang nakikita at nababasa mga Ads ko sa #swa. Kung Nuon kapa nagJoin baka Paulit-Ulit kanarin kumikita dito. Kaya kahit Paulit-Ulit ko 'tong Gawin kahit Wala kapa, Paulit-Ulit Din ako Kikita habang Binabasa mo 'to. visit -> [URL]",anticipation,tl
handang magbigay sa mga nangangailangan. [WITH],joy,tl
PINAGDDARASAL NYA RENG MANGYARE DTO SA METRO MANLA. PARA MRAMING MAMATAY DAW DTO KSE ANG MGA PILIPINO DAW MGA HAMPAS LUPA AT MGA PATAY GUTOM.. MAGNNKAW.. TAMA LANG DAW NA PINAGSARADUHAN NILA NG PINTO NG IGLESIA NI KRISTO ANG MGA VISAYANG PATAY GUTOM BKA DAW KSE PAGNKAWAN PA SILA NG MGA ITO:,anger,tl
like [PHOTO] Hahaha Want ko ng sapatos na ganito ...,joy,tl
"taken care of, Sana po, pag nakita niyo tong si manong Aurilio tulongan niyo po siyang makauwi sa kanila, kung may nakakilala sa kanya sana tulongan niyo siya umuwi sa kanila.... Aurilio P.Sibay po name niya. [WITH] at [LOCATION]",sadness,tl
[PHOTO] [PERSON] dalawang mahal kong Super Hero,joy,tl
daming kung tawa dyan sa bday nyhahahahahaha salamat sa mga bumati nyhahahahaha,joy,tl
ating MEN'S JUNIOR BASKETBALL TEAM sa kanilang laban kontra Barangay Pio Del Pilar para sa KAUNA-UNAHANG KAMPEONATO ng ating Barangay.! KIta-kits tuwing LINGGO sa Makati Coliseum .. [WITH],anticipation,tl
qng bubulong lng sken ang diyos ? para itigel qna tong pkikipag laban qo ? ggawin qo para sa knnya dhil alam qo ? at alam nyo ? my awa ang DIYOS ? PARA STEN — . :(,sadness,tl
. WE DO INTENSE RESEARCH DIN PO. PINAPASOK LANG PALA FOR PROMOTION. ANAK NG PASIG NGA NAMAN OH !?!,anger,tl
SPER SA FIU INTELEASA ! ~Eu <0~,anger,tl
..Minsan Na [PERSON] Ring Umabsent.. ?? . . . . . Kaso Na-isip [PERSON] Rin.. Paano Nmn Ung Mga Taong Gusto Akong [PERSON] UnG InspirasyOn ko .. SyanG Naman KunG AAbsenT aketch ..,joy,tl
alam mo ba puta sirang sira na ako kaya pls lang tigilan mu na ako...kasi hangang kailan hindi mo parin kami matitibag....bullshit mo puta...ang sarap mung inud ingud sa nakapal na espalto.... ... repost,anger,tl
Read this! [PHOTO] Ano bang nangyayari sa Pilipinas? Di ko tuloy maiwasang magalala para sa mga mahal ko sa buhay. Kahit kasi public places di na rin safe :-( Eto another incident sa shaw blvd!!! Please share para aware po friends and family natin!!!,fear,tl
khit mag kagasto man ako nang malaki gagawin k para syo anak kahit di tayo magkasama habang lumalaki ka para namn syo to sana wag mung kalimutan na mama mo ako miss you baby i love mwuaaaahhhh,sadness,tl
idol...... [PHOTO] Gandang Gabbe Sa Lahat ! Kayo Na Mismo [PERSON] Humusga Kung Sno Mas Gwapo Saming Dalawa :)),anticipation,tl
big girl [PHOTO] ootd ng bebe ko bagong gising good afternoon po:)) [WITH].,joy,tl
"ano pa ang hinihintay mo.., pabagal-bagal ka pa bah.., Join na... power.., [WITH]",joy,tl
NG MALAKI? PAG ARALAN MO NGA ANG SWA PARA NAMAN KUMITA KA DIN NG MALAKI KAKA-FACEBOOK MO DIYAN ^_^ [WITH],joy,tl
"labor.. Happy changing lives mga partners,mga kapatid.. Always remember walang ibang gagawa ng ating future kundi tayo... [WITH]",anticipation,tl
[PHOTO] Ito ang tamang pag LABEL.,anger,tl
talaga..MORE MORE MORE!!!!! ITO AKO ..HALIKA TURUAN KITA.. click my wesite [URL] [WITH],joy,tl
[PHOTO] Ms. [PERSON] B. Besin nadeliver ko na po ang products reorder mo :) Pwede na ipick-up ito tomorrow afternoon sa LBC Tabaco Albay...,joy,tl
[PHOTO] Alin ang naiba?,anger,tl
My dream jersey wahahaha [PHOTO] Sana bumalik n tyo sa LOGO na gnito e0 ngbigay sa ginebra ng apat ng kampeonato!!!! #fearthekangkong #neversaydie #ginebra0ever -Admin@john [WITH].,joy,tl
"#eksena sa umaga friends talking.. F0- unsa gni tong sa kasal gni nga swerte dw?. katong future plan?.. swerte dw to pang give away! FRIENDS- NATAHIMIK, TULALA..... NAPAISIP BIGLA... Future plan???? swerte? kasal?. F0- basin fortune plant!! F0- ay kato-kato!! fortune plant!!! BANG!!!!!",joy,tl
"Pls share...... [PHOTO] Kung sino po ang nakaka kilala sakanya pls po paki contact po kami nawawala po siya simula nung sabado Feb. 0, 0000 nag-aalala na po kami lalong lalo na po ako sana po wala pong mangyari masama sakanya... plsss",sadness,tl
"NAHIHIRAPAN KANG MAGDECIDE, TIGNAN MO KUNG LIABILITY BA ANG GINAGAWA MO O ASSET",anticipation,tl
"taken on Garage sale last [PERSON] 00, 0000. Nagpapasalamat po siya diyan sa mga taong pumunta para bumili at para makita't maka-bonding sila. #DontHate #SpreadTheLove❤❤❤ -admin [PERSON] Ü with Casen Serisola and Kla Ja Ma Bel",anticipation,tl
"SHARE if ur a believer ^_^ [WITH]. [PERSON] business ng Royale ay d monggo na pinag tinanim mu, bukas bunga na tapos wala na.. Eto ay mangga na pag tinanim mu, kelangan alagaan bago mamunga.. Matagal pero pag namunga nman, sobrang siksik, sobrang liglig at...",joy,tl
tulong na kasi po naghahanap po kami ng isang donor sa transplant ko please sana po matulungan sa mga katanungan po ito ang ang pwedeng tawagan my number 0000000000 jordan 00000000000 carlo 00000000000plesase po kailan po talaga para abahay ako ng normal [WITH] at [LOCATION],joy,tl
SaLaMAT [PERSON] sa NAg FOLLOW saKin.. SaLaMaT DIn sa Nag ADD saKIn... .....PAKI FOLLOW Lang PO [PERSON] KONG OK LANG [PERSON] txn [URL] More . Russell [PERSON] liran [URL],joy,tl
"katagal at itago mo yan na 0,000 sa bulsa mo or ilagay mo sa banko, pustahan tayo after ilang weeks or months ubos na yan. Invest mo kaya tsaka hatawin mo? Baka sakaling tumubo pa yan hanggang mabili mo lahat ng gusto mo. Kaya kung interesado ka na sa SWA.. add lang me usap tau...",joy,tl
[PHOTO] Haaayyy grabe naman ito... Ewaan ko na lang kung hindi kayo mainis pag nakita ninyo yung mga post nya... Nakakahiya off.,anger,tl
[PHOTO] [PERSON] tagay sa tagumpay... Happybday ate Lea [PERSON] Arguelles! [WITH].,joy,tl
[PHOTO] total malapit n ang araw nang PUSO heto sa araw araw na manok ang niloloto ko yan ang nadiskobre ko s katawan nang manok hugis Heart.,joy,tl
d na mag kakadikit pa. marami nasyang sakripisyong ginawa. kaya kung kung paninira lang ang gusto nyong gawin samin ehh pwes. alis nakayo. dahil para akong nuclear power plant na kaya kong patayin lahat ng sagabal samin. okie ba yon? with Ernesto Natzu [PERSON] ,sadness,tl
"a [PERSON] Lupit nman [PERSON] regaLo ko, Ung akaLa mung yuN na, hiNdi pa pLa,..! Kung saaN gusto mo Nang magtagaL uN pa a [PERSON] La0yo sayo, a [PERSON] dami ko pa [PERSON] pLano, Kung kaiLan gusto mo Nang bumawE, duN pa mawa0La,..!",sadness,tl
up ! ^_^ laging nandyan si God. Mahal na mahal ka namin nila kuya. Napakaswerte namin kasi ikaw naging magulang namin. :* wag na iiyak. Smile kadin onti lang [PERSON] sa lahat,joy,tl
[PHOTO] My [PERSON] Pamangkin :) ahahahahaha :D ang panget :P pero First prize yan Sa SchooL,joy,tl
lahat ng tao nakatingin sakin nagtataka cguro sila kung bakit AKO . . umiiyak sobrang napahiya ako sa harap ng mga kamag anak niia . . repost .. from nancy madrigal...,sadness,tl
list ng kapulisan.. Kaliskisan natin ng buhay ang mga walang modong demonyo na yan.. PLEASE SHARE.. [WITH],anger,tl
kailangang patulan... ayokong mapuno ako ng basura at mabulok ang pagkatao ko... Dapat kasi pinupuno natin ang ating sarili ng mga magaganda at masasayang bagay... hindi tayo dapat nag-iipon ng basura at lalo na huwag mong dadamputin ang mga basurang itinapon na ng iba.,joy,tl
mu n cguro sagot sa tanong mu kapatid. :),anticipation,tl
"kita, at gusto ko dn, magkaroon ka ng Blessing na kgaya ng natatanggap ko ngayon. If you feel the same way, i-msg mu lng aku. =) I'm happy to help you. God bless! Poweeeeeerrr!!! ������� [WITH]",joy,tl
"SALAMAT din sa mga taong Hindi sumuporta Kc Kayo ang nagpapalakas ng loob nmin na dapat pang lumaban talaga..hehehe,, ���✌✌✌ [WITH] at [LOCATION]",joy,tl
[PHOTO] aftie sa mga cutie:) mlp0 na mg start ang r0ck r0ckan sa bulancan,anticipation,tl
[PHOTO] Maulan na Linggo Minna San! :) Umuulan din sa Taas na IREMIT Exchange Rate: 0.0000 ang Yen to Peso. Nagoya Office: 000000-0000 [WITH].,joy,tl
wat a bad day..i lost my phoe huhuhu...saon nlang ang mga contacts..hinulman ko rva jud 0 kai manang.. goodevening..,sadness,tl
mall show via Tom [PERSON] fan page! . [PHOTO] Maraming salamat sa lahat ng pumunta sa sm sta rosa laguna...d namin inexpect na ganun kadami ang pupunta..naiiyak ako sa tuwa't saya.thanks...,joy,tl
"gnun pala ang feeling pag sobrang sakit na loob mo hirap ka ng huminga masikip ung dibdib parang sasabog ka tlga,,,di ko na alam tlga ggawin ko sa kanya pagod na pagod na tlga ako epekto tlga ng alak sa isang tao..lord ano bang gagawin ko?gusto kung sumigaw ng malakas!! .",sadness,tl
AKING PAMILYA! SUBARNG THANK YOU PO!!! PAYOUT NA NAMAN AKO NG 0k NGAYON ARAW.SARAP LANG BUHAY PAG LAGI GANITO.SWAMAZING!!!!,joy,tl
. Options Melrose C. Cagud ARA BALA ANG MGA TAWO NGA .. WAY LANG DUGAY KA GM. TPOS DUGAY DUGAY GM NA NAMAN .. ...See More,anger,tl
shot .. [PHOTO] Sa Mga Mag Bibigay [PERSON] Sakin [PERSON] Gift Sa Birthday [PERSON] Ok Na [PERSON] Sakin JACK DANIEL'S Thank you hahahah,anticipation,tl
"patience and hardwork....yan c lolo [PHOTO] nkklungkot isiping s edad nyang 00 ngttnda p rin xa ng isda pra lng my pangkain xa,, halos 00 kilometro nllakad blikan p pra lng mkbenta xa.. My mga anak nmn xa ,, bkt gnun?? . stnhs intramurals 0000",sadness,tl
"baguhin ng negosyong ito ang takbo ng buhay nya!!! YOU WILL BECOME THE NEXT MILLIONARE, lahat posible sa Diyos at sa Aim Global Inc.ito lang ang kompanyang may",joy,tl
"Si BF Karga-Karga Si GF na napilayan... Girl: Babe? Boy: Yes Babe? Girl: Pagod ka na? Boy: Hindi Ah, Bakit? Girl: Pagod ka na eh. Baba mo na ko. Kaya ko pa namang maglakad. Boy: (Ngumiti) Paano naman ako mapapagod, eh karga-karga ko yung LAKAS KO ♥",joy,tl
susuko. ---meon din yong tipong trip lang or pustahan ng barkada liligawan ang girl. kapa...See More . .he ha! ngaNgU!...,joy,tl
Jenelyn Ocliazo [PHOTO] Hi ate yeye happy birthday...ito ung araw n nagbigay at nagparamdam sakin na akoy isang ganap na naging ate syo....i lov u ate ye...mgpkabait ka ok....,anticipation,tl
"''ang love talaga mo kalit lang, hindi nagpapaalam. xit. FUCKEN INLOVE''",joy,tl
kantsawon (sawayon akung hairstyle na murag pospuro) pero ikaw ra gyud ang usa ka lalake nga akung gituring na tinu'od na friend,sadness,tl
bawat indibidwal na mag aaral ay magiging produktibo at mabuting mamamayan balang araw. Kaya bang sukatin o tapatan ng iba ang propesyon naming ito? Gayung nakasalalay sa amin kinabukasan ng mga kabataan?. [PERSON] pagsaludo at pagpupugay sa mga kapwa ko guro!!!,joy,tl
shet inde nman dpat mapaglitan............. napglitan tuloy kami ni hazel ng wala sa oras?,sadness,tl
NATING PAPEL NAMAN POWER...NAKAKAEXCITE TO ANG HINDI SUMABAY MANGHIHINAYANG..,anticipation,tl
"Anthony Tejuco Jesusa Manalon [PERSON] Ron M. [PERSON] [PHOTO] sad 0th year death ann. pa!!,,,we miss u!!!and we love u so much,,ang dming pgkktaon ang nsayang,,,pro sb nga 0loy lng ang buhay,,,ok nrin atlist alm q ligtas k,mgksma n kau n mama mhal n mhal q kau pa!!!",sadness,tl
[PHOTO] Ito ba gusto m quebaret ang mgpost...yak ko pokpok eon,anger,tl
Nasan? [PHOTO] Hanapin ang na iiba??? [WITH] at [LOCATION],anticipation,tl
Ako ay hindi perpekto.,joy,tl
"sagutin niya. Wag kang mainip. Basta ipakita mong patient at sincere ka, sasagutin ka din niyan.Tiwala lang. BY AXL RON CAPULONG ♥♥♥♥♥_________",anger,tl
"FEBRUARY na pala, bilis ng panahon noh? Kaya bilisan din natin ang PAGHATAW sa negosyo. Marami na ang KUMITA, wag nang magpapahuli pa. Kung kaya nila, FOR SURE 000% KAYANG-KAYA NYO RIN....LET's GO TEAM!!!! [URL]",anticipation,tl
"[PHOTO] WAU Family , Relatives & Neighbors :) [PERSON] Christmas Sa inyo . :) sana mgaing masaya kayo plagi , mahal na mahal kayo ni inay :) Laging mag iingat ! kapag may problema sabihin nyo lng :) Happy New Year sa Lahat ! <0",joy,tl
[PHOTO] Sa mga fb friends..kung sino man po my kaibgang TNT.. plss huwag nyung baliwalain ito paki share po sa mga friends nyu..plss mag iingat po kau..,sadness,tl
Bakit ninyo ako sinisira sa ibang tao? Ano bang ginawa kong kasalanan sa inyo?! Bakit kailangan niyo pa akong plastikan?! Isinusumpa ko. Babalik sa inyo mga ginagawa niyong paninira sa'akin. Pero,sadness,tl
[PHOTO] HINDI AKO MANHiiiiiiiiiiiiiiiid..... masama bang mgpakatotoo sa sarili? Sagutin nyu ko? [WITH].,sadness,tl
"kung itsura lang ang pagbabasehan, talo ako!...hahaha pero kung ugali ,kakayahan at kaalaman yun ang sandata ko at doon panalo ako! :D",joy,tl
"[PHOTO] Yun ohh, bagay kayung mag ksama ni NAPOLES Jan sa loob ng KULUNGAN.",joy,tl
lbn san mig.................... [PHOTO] ganda ng gising naten no mga friends... extended ang free fb... thank you globe :-D #supergoooodmorning #LABANSanMig,joy,tl
Yes this is it! [PHOTO] Mag G-Guess ang Bandang LetterDayStory sa TCU lufet mu talaga Bethel [PERSON] :D ano na plano mga ka bandMates? [WITH].,anticipation,tl
[PHOTO] SUmalangit nawa ang kanilang kaluluwa! mga magnanakaw sa bansa! with Jho Xengxio.,anger,tl
[PHOTO] SPEECHLESS SA BAKLANG TOH .. sarap ibaon sa lupa >.<,anger,tl
kanya0 ng pmilya kya SALAMAT mga Trips kc ng dhil sa n u ntoto along tumwa at maging Msya knit n my mga problema..,joy,tl
"nan! kiss anyone on july 00 [PHOTO] A N N O U N C E M E N T !!!!!!! Panago na kamo daan mga crush ko kay pangitaon tagd kamo sa amo ni nga adlaw!!!! be ready coz daddy nics is coming to you! ahahhaaahahah at Lasalle Ville, Mansilingan, Bacolod City.",anticipation,tl
happy annvi...mga brod at sis.......... [PHOTO] mabuhay mga brod at sis malapit na ang annv.naten,joy,tl
"Davao <<< WinkaDate sa Kapamilya, Mas Winner Ka! [WITH]. Timeless Photos...",anticipation,tl
00000000000. Thnx si LORD na bhalang gumanti sa inyong kabutihan.... with Lauren Angeli Mangente and Aj Mangente,fear,tl
"habang buhay bata tayo and hinding hindi mo na mababawi yung mga panahon na nasayang lalong lalo na yung oras nyo sa pamilya nyo. This is Kenneth Velasquez, Royalista is my profession and my passion. 00000000000 [WITH]",joy,tl
good mornign every one.....what a cold ornign...i love it...sana huwag umulan ng malakas periodic test today sa mga bata...baka konti lang papasok...hmmm...,anger,tl
nyo saken nung mga panahong anjan pa po ako sa pilipinas.. tinuring nyo na rin po akong pangalawa nyong anak .. hindi po mawawala ang mga aral na palagi nyo pong sinasabi sa akin.. Mananatili po kayo lagi dito sa puso namin :( REST IN PEACE :(( [WITH],sadness,tl
* THIS UNIFORM!! Walang labis. Walang kulang po ! .. [PHOTO] ** My uniform in MCDONALD'S ** -andami ko pla uniform ! Ndi ko man lng napansin dati hahah :)) -mamimiss ko ang pagsuot nito :(( #returned! #lalalala!,joy,tl
..!opportunity ang innooffer ko ko sau para mgkaroon din ng extra earning while doing ur regular job.sa fb lng nman to ginagawa?bat hindi mo subukan?pano mo malaman na totoo ang cnasabi ko kng puro ka duda..willing nman akong turuan ka basta magtiwala kalang sakin. [URL] ...,joy,tl
"[PHOTO] UPDATE LANG PO: Kahit ako'y isang bumbera,... ako'y may isang hiling din.... na gustong matupad kung papalarin :) 00 araw na lang :) at [LOCATION]",anticipation,tl
[PHOTO] Cp Lang ang gamit oh di ba nagka income..... Isipin mo na lang kung kumikita ka na ng ganyan Time for a change!!! Secure yourself. Be one of us. SALI KA NA ... PAGTUTULUNGAN NATIN Add and Message me if interested..Thanks. [WITH].,joy,tl
:-) :-)share it..dats all:-) [PHOTO] Akalain nga ninyo iyan... pati USA President Obama ay nanonood ng,joy,tl
pang mga Pilipino dito sa QATAR. *SAFETY FIRST* #Before_Starting_the_job. [WITH] at [LOCATION],anger,tl
"[PHOTO] Congrats to Merchielit Rapiz 00 yrs.old.. kakakuha lang ng cheque nya,partime ginagawa ang AIM GLOBAL now may 0,000 na naman!!!grabe! Bata pa may extra income na.maliit man ang amount,lalaki din yan!!!Abangan! Proud ate!!! [WITH].",joy,tl
Zhan [PHOTO] Frontrow is now International! Sa mga kababayan namin abroad eto na yung chance mo na mag-business at kumita din ng extra kahit nasa abroad. Pm mo ako. Tulungan kita kung paano makapag-simula. [WITH].,anticipation,tl
"-binubuhay mo ulit ako.. c Crystal Maiden k b? -kinikilig aq pag ksma k.. c Pudge k b? -nahuli mo kc puso q.. c Mirana k b? -dahil sau, napapatalon ako sa saya.. Frozen Throne o World Tree k b?? -kapag wala ka na, wala ng dahilan pa para lumaban pa..Ü",joy,tl
"[PHOTO] tapos na first day,bukas ulit..pero syang ang araw so photo opt muna",joy,tl
"Pag ang SYÖTA ko ! pumatoL sa iBA! . . . Hahawakan ko lang sa tenga ! Sabay ' BULONG ' . . . Hoy wag kang TANGA, Na sayo na si #aqunamasunget Na pinapangarap ng iba . Ipag papaLit mo lang sa. WALANG-IBUBUGA?;D",anticipation,tl
",Rhyme&Flow,RabisAgenda,ArmasNgLias,SoulAssasins,at Marami pang Iba at kasama po ako syempre..) 00pesos lang po ang Entrance,Perpekto pa ang Venue pra sa mga gustong makapag'Relax..Kitakitz po sa Boss RDF Bar & Grill sa may Lolomboy BOCAUE lang po... SALAMAT...",anticipation,tl
bisnes gnito ay itigil na nila... [WITH],fear,tl
Condolence [PHOTO] nung monday may lumangoy sa tapat ni kaMarsha,fear,tl
Kunq Sa Dagat [PERSON] (SIRENA) . . . . Sa [PERSON] (DYOSA) . . . . Sa HimpapawiD [PERSON] (AGILA) . . . . Sana Dyan Sa PusO mO [PERSON] Alfon Odeña #Grrrrrrr,joy,tl
Mis ko na mga bby ko muah [PHOTO] sarap magjogging tuwing umaga kht kasama ang dalawang bulilit na ito :) #pero bukas tatakasan namin sila habng tulog pa sila hehehe [WITH]. with @gee sanchez,joy,tl
[PHOTO] helo partner focus ka sa nasimulan mo wag mo sayangin ang nasimulan mong pangarap ang TPC palipad na wag na wag ka hihiwalay sa amin...grabe ang tpc...pm mo ako partner grabe ang tpc sasabog na tayo ... [WITH].,anticipation,tl
#sobeautifull isn' it?. [PHOTO] Sunset ha aton bungto.,joy,tl
"mga panahong ganito, hindi nakakatulong ang mga",anger,tl
Crime along shaw Boulevard [PHOTO] Ano bang nangyayari sa Pilipinas? Di ko tuloy maiwasang magalala para sa mga mahal ko sa buhay. Kahit kasi public places di na rin safe :-( Eto another incident sa shaw blvd!!! Please share para aware po friends and family natin!!!,fear,tl
